Id,repo,issue_id,title,body,user,state,comments,created_at,closed_at,assignee,labels,milestone,PR,type
8848,request/request,893,How To Stop Current Request When Downloading File?,Hi    is there any method to stop current request when downloading large file? so its like restart the current request and make new request again  Thanks ,ghprod,closed,2,2014-05-11 09:55:28,2014-05-14 02:18:51,,,,0,1
8847,request/request,894,How to configure proxy with authentication?,Hi  i need to configure my proxy with authentication  something like this:      proxy:      host: proxy.foo.com       port:8080      user: proxyuser       password: 123         How can i set this proxy configuration when i make a request? I tried but got no success  if anyone can give me an example would be a great help thanks ,victor0402,closed,4,2014-05-11 18:44:48,2014-05-18 15:38:56,,,,0,1
8846,request/request,895,Crashing PhantomJS  ECONNREFUSED ,In relation to https://github.com/admc/wd/issues/303 I found out that the  request  module can lead to a PhantomJS crash  ECONNREFUSED . Been debugging for hours and am pretty tired ...  Have a look at the code at: https://github.com/admc/wd/blob/master/lib/http utils.js L49  Here an output of  httpOpts :      httpOpts   method:  POST     headers:       Connection:  keep alive        Accept:  application/json         Content Type :  application/json; charset=UTF 8         Content Length : 682511      timeout: 5000    prepareToSend: [Function]    url:       protocol:  http:        slashes: true       auth: null       host:  127.0.0.1:4444        port:  4444        hostname:  127.0.0.1        hash: null       search: null       query: null       pathname:  /wd/hub/session/937984d0 da6a 11e3 a63c bff4e0cab95f/file        path:  /wd/hub/session/937984d0 da6a 11e3 a63c bff4e0cab95f/file        href:  http://127.0.0.1:4444/wd/hub/session/937984d0 da6a 11e3 a63c bff4e0cab95f/file       body:    file : UEsDBBQACAAIABiWrUQAAAAAAAAAAAAAAAASAAAAaGFtc3Rlci1hbmRlbGUud2127LxlWJtbtzYaglMcWgguAYK7U1yCO4XiDsUpUNzd3d21UIq2RYpb8eJtcXcoLl/oWu/ 3v3us8 Pc13n35q5xnzGM aw ...      Any ideas how this can happen and lead to an ECONNREFUSED? ,binarykitchen,closed,1,2014-05-13 07:00:41,2014-11-10 05:58:17,,,,0,1
8845,request/request,896,Atom / Debian issues,Hello   I m packaging atom [1] for debian [2].  Your software is there included.  I found some issues in your software:   In your source files are no copyright / license tags [3]      and / or   you have no LICENSE file at your top directory  Regards  J rg Frings F rst  [1] http://atom.io [2] https://bugs.debian.org/cgi bin/bugreport.cgi?bug=747824 [3]  // Copyright 20xx 20xx your name <your email> // License: [your license eg. MIT / GPL 2 ....] ,JoergFF,closed,1,2014-05-15 07:11:12,2014-05-15 17:54:36,,,,0,1
8844,request/request,897,merge with default options,This should help in situations like this:      javascript var r = require  request  ;  var e = r.defaults     headers:   Authentication:  Bearer 123abc      ;  var f = e     url:  http://foo     headers:    X Content Length : 10000     ;  console.log   j   f.headers ; //   Authentication : Bearer 123abc   X Content Length :10000  host : foo       ,vohof,closed,1,2014-05-15 23:12:18,2014-05-16 15:17:48,,,,1,1
8843,request/request,898,When upload big files through a readable stream  the entire content of the file is buffered into memory,I tried to upload a file of around 600M using the code example in readme file:      var r = request.post  http://service.com/upload   function optionalCallback  err  httpResponse  body      if  err        return console.error  upload failed:   err ;       console.log  Upload successful   Server responded with:   body ;    var form = r.form   form.append  my_file   fs.createReadStream path.join __dirname   some_big_file.iso      knownLength: 620305021        However when it s running  the entire  content of the file is buffered into memory before sending to the server. I can see node process takes more than 600M of memory. Since it s using stream  I would expect that the data is transferred in different batches so it doesn t take too much ram? I ve dived into the code for combined stream and deferred stream but got no luck. Is there any way to fix this? ,andyhu,closed,3,2014-05-16 06:16:40,2014-11-10 06:56:15,,,,0,1
8842,request/request,899,Too many download requests causing an error?,Hello  I am using this library to try to download a large number of images  the list is approximately 1200 images long . The json feed is available at    var url =  http://app.sportstream.com/api/tagstream/tagStreamForStageTwoModeration?q=  22customerId 22: 22ABHoko14 22  22type 22:  22 in 22:[ 22image 22  22video 22]   _=_5555    Here is the error I get       stream.js:94       throw er; // Unhandled stream error in pipe.             ^ Error: EMFILE  open  images/image230.jpg  And here is the relevant part of my code:  var download = function uri  filename  callback     request.head uri  function err  res  body       console.log  content type:   res.headers[ content type ] ;     console.log  content length:   res.headers[ content length ] ;     if err           console.log  small error             request uri .pipe fs.createWriteStream filename  .on  close   callback ;     ;  ;      This does work if I limit the list to 50 images.   ,computersarecool,closed,2,2014-05-16 08:00:39,2014-05-16 11:59:54,,,,0,1
8841,request/request,900,Request fails on an IPv6 network,As originally described [here] https://github.com/popcorn official/popcorn app/issues/504   Request fails to connect over an IPv6 network  even in the presence of NAT64.  I m belive  but I m not not sure  one of these scenarios is true  I m not familiar enough with node to properly debug this  sorry :   Request is assuming there s native IPv4 connectivity  a bug .   Request is not using the system resolver  not strictly a bug  but this would break NAT64  as well as scenarios with split horizon DNS  and there s no reason _not_ use it .        cat test.js  var request = require  request   request  http://github.com   function  error  response  body      if   error    response.statusCode == 200        console.log body  // Print the google web page.       else       console.log error           node test.js   [Error: connect ENETUNREACH] code:  ENETUNREACH   errno:  ENETUNREACH   syscall:  connect         For the record  NAT64 solves this just fine:        dig  short github.com 192.30.252.128   ping6 64:ff9b::192.30.252.128 64 bytes from 64:ff9b::c01e:fc80: icmp_seq=1 ttl=50 time=169 ms 64 bytes from 64:ff9b::c01e:fc80: icmp_seq=2 ttl=50 time=167 ms ^C      Or simply:        ping6 github.com PING github.com 64:ff9b::c01e:fc83  56 data bytes 64 bytes from 64:ff9b::c01e:fc83: icmp_seq=1 ttl=50 time=188 ms 64 bytes from 64:ff9b::c01e:fc83: icmp_seq=2 ttl=50 time=174 ms ^            curl  I github.com HTTP/1.1 301 Moved Permanently Content length: 0 Location: https://github.com/ Connection: close     ,WhyNotHugo,closed,1,2014-05-16 11:09:52,2014-05-16 15:24:27,,,,0,1
8840,request/request,901,Fixes  555,,pigulla,closed,0,2014-05-17 10:48:56,2014-05-17 14:02:39,,,,1,1
8839,request/request,902,Broken  dns request.js  file in module directory,Via  npm install request  with   version :  2.34.0   That puts a  dns_request.js  file with these contents:      var request = require  request       dns = require  dns     ;  function wrap  fn      var         [] http://v14d.com/i/5377c6bd61e2a.jpg  ,vladikoff,closed,1,2014-05-17 20:30:46,2014-05-17 20:57:49,,,,0,1
8838,request/request,903,Grunt compress failure due to lodash.merge change.,This just a heads up. [This change] https://github.com/mikeal/request/commit/54a51c665887e162ccb9f6b17b9c1f3b017ccc29 diff 168726dbe96b3ce427e7fedce31bb0bcR19  has broken my grunt build through Frisby s usage of request. The error is:  The error is:      sh Running  compress:main   compress  task >> Error: Filename  node_modules/frisby/node_modules/request/node_modules/lodash.merge/node_modules/lodash._basecreatecallback/node_modules/lodash.bind/node_modules/lodash._createwrapper/node_modules/lodash._basebind/node_modules/lodash._basecreate/node_modules/lodash._isnative/LICENSE.txt  is too long even with prefix support [270/255] Warning: Archiving failed. Use   force to continue.      Options for compress in  Gruntfile.js  are:      json         // make a zipfile         compress:               main:                   options:                       mode:  tgz                       archive:  dist/package.tar.gz                                     files: [                                               src: [                              config/                                  lib/                                  middleware/                                  node_modules/                                  resources/                                  services/                                  spec/                                  tools/                                  app.js                                Gruntfile.js                                package.json                                server.js                          ]                                       ]                               While this is not specifically your problem  it s probably worth being aware of. The root cause  I think  is the extreme nesting of modules under lodash but anyone that uses  request  as a dependency is potentially going to experience this knock on effect. ,eddieajau,closed,1,2014-05-19 01:06:15,2014-05-21 05:59:26,,,,0,1
8837,request/request,904,can I trace request headers?,Can I log the sent http request headers in callback?      js request url  options  function err  res  body        // I want log the sent http request headers and url here.   ;     ,guileen,closed,1,2014-05-19 02:50:42,2014-05-20 15:36:27,,,,0,1
8836,request/request,905,2.35.0 breaks my application,In my application I m accessing the [PyLoad API] http://docs.pyload.org/module/module.Api.Api.html  via request. With request@2.34.0 everything worked fine. With 2.35.0 I now get a status code of 500 when trying to access an API method other than  login .  This is the code which worked before:      javascript PyLoad.prototype._req = function  method  params        var self = this          deferred = Q.defer            k;      if  self.session  == null            params.session = self.session;            // values other than username  password and session need to be JSON values  strings for instance as  string      for  k in params            if  params.hasOwnProperty k     k  ==  username     k  ==  password     k  ==  session                 params[k] = JSON.stringify params[k] ;                      request.post self.config.host    :    self.config.port    /api/    method   form: params           function  err  res  body                var myErr;             if  err    res.statusCode  == 200                    myErr = new Error _.sprintf  API request error:  method= s  error= s  statusCode= s    method  err ? err.message :  ?   res ? res.statusCode :  ?   ;                 self.emit  error   myErr ;                 deferred.reject myErr ;               else                   deferred.resolve JSON.parse body  ;                         ;      return deferred.promise;  ;      Has something changed how  request.post    works or how form parameters are specified? ,svenjacobs,closed,6,2014-05-19 07:37:17,2014-05-19 20:59:36,,,,0,1
8835,request/request,906,POST body cached,ref: https://github.com/koajs/koa/issues/284  body object not empty on each request  I find old properties in the server response: https://github.com/kilianc/koa post test/tree/master ,kilianc,closed,3,2014-05-19 17:51:49,2014-05-20 15:54:34,,,,0,1
8834,request/request,907,append secureOptions to poolKey,secureOptions was removed in  666 and then reintroduced in  821 but we also need secureOptions reintroduced back in the poolKey ,medovob,closed,1,2014-05-20 19:35:03,2014-05-20 19:55:39,,,,1,1
8833,request/request,908,utf8?,is it possible to force the response body to be utf8? ,chovy,closed,1,2014-05-22 06:41:33,2014-08-21 13:49:15,,,,0,1
8832,request/request,909,Close Stream and Delete File when request.abort  ,Hi    i want to download image and save it to disk  but sometimes  ESOCKETTIMEDOUT  error occured  and when that happened  my stream file still exists in disk  but corrupted  also that file still get locked by nodejs.  my question  how to abort request when  ESOCKETTIMEDOUT  occured and delete file that already streamed? so there s no more locked by nodejs process anymore  this is my code      javascript var queue   = async.queue function image  nextQueue        var req =request.get                url:image.url               headers:                    Referer : image.url                         ;      req.on  error   function error            // abort to avoid calling error event twice          req.abort  ;          // check error when streaming is error in the middle         // need to delete image on disk         if  error.code ==  ESOCKETTIMEDOUT                 try                   // remove instance image from folder                 fs.unlinkSync saveTo ;               catch e                    console.log e.message                                   nextQueue null  image ;             .on  response   function             var stream  = fs.createWriteStream saveTo ;          this.pipe stream ;          stream.on  close   function                 nextQueue null  image ;           ;           maxworkers ;      Thanks ,ghprod,closed,6,2014-05-22 12:05:51,2014-05-23 02:19:24,,,,0,1
8831,request/request,910,promise?,Is there anyway to use a promise with request  ?  I found this  but maybe there is something better.  https://coderwall.com/p/9cifuw ,chovy,closed,8,2014-05-24 00:16:51,2014-06-01 01:22:45,,,,0,1
8830,request/request,911,Bearer Authentication with request options  callback ,Here is my code:      options =       url :  http://localhost:5000/data/v1/business       json : true      method :  GET       auth :   sendImmediately: true  bearer:  537ffbd1fcde5d13e6c084b0     ;  request options  function err  res        ...   ;      This is giving me       Uncaught Error: auth   received invalid user or password      The documentation doesn t explicitly specify that you can pass a bearer token in with an options object  but if this isn t how you do it  then how? ,brandonhorst,closed,4,2014-05-24 02:04:16,2014-05-24 03:01:48,,,,0,1
8829,request/request,912,how to get cookies from  jar ,How do I get the cookies from the cookie jar?   jar.cookies  is undefined          var jar = request.jar       request = request.defaults  jar: jar   ;     ,chovy,closed,3,2014-05-25 00:09:20,2014-10-15 02:29:14,,,,0,1
8828,request/request,913,breaking: missing mime dependency,I see  mime  got removed as a dependency in https://github.com/mikeal/request/commit/b8bb57efb17e72e2ac6d957c05c3f2570c7ba6a0  but this breaks 2.36.0  2.35.0 confirmed to work       00:57:56 [snip]/node_modules/request/node_modules/tough cookie/lib/pubsuffix.js:68 00:57:56   ; 00:57:56 ^ 00:57:56 Error: Cannot find module  mime  00:57:56     at Function.Module._resolveFilename  module.js:338:15  00:57:56     at Function.Module._load  module.js:280:25  00:57:56     at Module.require  module.js:364:17  00:57:56     at require  module.js:380:17  00:57:56     at Object.<anonymous>  [snip]/node_modules/request/request.js:17:12  00:57:56     at Module._compile  module.js:456:26  00:57:56     at Object.Module._extensions..js  module.js:474:10  00:57:56     at Module.load  module.js:356:32  00:57:56     at Function.Module._load  module.js:312:12  00:57:56     at Module.require  module.js:364:17      ,andreineculau,closed,2,2014-05-26 23:09:10,2014-05-27 08:14:12,,,,0,1
8827,request/request,914,nock timeout failing test,Hi all  first of all  thanks for building this  we are milking lots of money out of using it. I have this failing test with nock which I cannot get my head around. The following snippet fails:      var nock   = require  nock        request = require  request  ;  nock  http://localhost     .get  /users     .reply 200     ;  request     url:  http://localhost/users     timeout: 10000    function  err  response      console.log response.body ;   ;       with the following error        node tests/unit/request nock.js  http.js:1819     sock.setTimeout msecs  emitTimeout ;          ^ TypeError: Object  <Object> has no method  setTimeout      at http.js:1819:10     at OverriddenClientRequest.RequestOverrider.req.once  /home/likewise open/GLOBANT/gaston.avila/thomascook/repos/srv search/node_modules/nock/lib/request_overrider.js:141:7      at OverriddenClientRequest.ClientRequest.setTimeout  http.js:1818:8      at Request.start  /home/likewise open/GLOBANT/gaston.avila/thomascook/repos/srv search/node_modules/request/request.js:685:16      at Request.end  /home/likewise open/GLOBANT/gaston.avila/thomascook/repos/srv search/node_modules/request/request.js:1319:28      at /home/likewise open/GLOBANT/gaston.avila/thomascook/repos/srv search/node_modules/request/request.js:418:14     at process._tickCallback  node.js:415:13      at Function.Module.runMain  module.js:499:11      at startup  node.js:119:16      at node.js:902:3      While if I remove the timeout property and set it as a default  it works perfectly  namely      var nock   = require  nock        request = require  request  ;  nock  http://localhost     .get  /users     .reply 200     ;  request.defaults  timeout: 10000  ;  request     url:  http://localhost/users     function  err  response      console.log response.body ;   ;      Any clue of why this is happening? ,avilaton,closed,1,2014-05-27 12:42:46,2014-10-20 02:42:38,,,,0,1
8826,request/request,915,Request Fails with Browerify Due to TLS,> > Error: ENOENT  open  tls  while resolving  tls  from file /Users/bbreedlove/smokejs/node_modules/warehousejs/node_modules/request/request.js > > Warning: Error running grunt browserify. Use   force to continue.  Looks like the optional require is failing to work as expected  https://github.com/mikeal/request/blob/master/request.js L45 L57  Maybe either return undefined on fail and then add if tls to the lines above ,glassresistor,closed,2,2014-05-28 21:01:01,2014-11-10 06:52:40,,,,0,1
8825,request/request,916,Request should accept  also  array of headers,It s possible to have several headers with the same name and different value.   [specs extract] http://stackoverflow.com/a/3097052/325365 :      > Multiple message header fields with the same field name MAY be present in a message if and only if the entire field value for that header field is defined as a comma separated list [i.e.    values ]. It MUST be possible to combine the multiple header fields into one  field name: field value  pair  without changing the semantics of the message  by appending each subsequent field value to the first  each separated by a comma. The order in which header fields with the same field name are received is therefore significant to the interpretation of the combined field value  and thus a proxy MUST NOT change the order of these field values when a message is forwarded.   known headers which support multiple occurance according to [specs] http://www.w3.org/Protocols/rfc2616/rfc2616 sec14.html  and reality:     Cookie  prohibited    Set Cookie: http://stackoverflow.com/q/16305814/325365  [interesting stuff also here] https://code.google.com/p/browsersec/wiki/Part2 Same origin_policy_for_cookies      WWW Authenticate     Warning     possibly comma separated values of headers  such as If None Match  If Match  Content Language  Content Encoding  Cache Control  ...? ,honzajavorek,closed,2,2014-05-30 14:34:00,2014-06-05 09:46:04,,,,0,1
8824,request/request,917,Invalid protocol error is emitted before the handlers can subscribe to it.,Invalid protocol error is raised in a function called by the Request object constructor  before any I/O operation. So  the event is emitted in the same event loop round when the listeners were not added yet  and the error is lost.  For example:  var myDomain = require  domain  .create  ; myDomain.on  error   function  err         console.log  Shouldn t be here   ;   ;  domain.run function          req = request  url: url_with_no_protocol   ;      req.on  error   function err            console.log  Should be here  but not  ;        ;   ;  The problem is request.js: if   self.httpModule  return this.emit  error   new Error  Invalid protocol:     protocol    It can be solve adding a nextTick call  so the emit call will run in the next event loop round  after the handlers are set.   I ve already fix it  so if you don t mind I will file a PR. ,gusajz,closed,2,2014-05-31 14:31:36,2014-06-04 16:50:43,,,,0,1
8823,request/request,918,Move emit of invalid protocol to nextTick because the handlers are not i...,Fixes  917 ,gusajz,closed,6,2014-05-31 14:36:06,2014-06-04 16:51:53,,,,1,1
8822,request/request,919,Response stream emits readable event but is null,Is Request supposed to support the new streams API?      var request = require  request  ;  request  http://oliverjash.me/  .on  response   function  response        console.log 1 ;     // Works     // response.on  data   function  data        //     console.log 2  data ;     //   ;     // Doesn t work:     response.on  readable   function              console.log 3  response.read   ;         // => null  2 times        ;   ;     ,OliverJAsh,closed,1,2014-06-01 14:08:10,2014-06-10 20:47:21,,,,0,1
8821,request/request,920,Sending requests with content length equal to zero raises an error,In the request.js file there is a check: if  length        if   self.hasHeader  content length    self.setHeader  content length   length    else       throw new Error  Argument error  options.body.     which prevents sending files with zero length. I understand this not very important issue  but still. Specification says  Any Content Length greater than or equal to zero is a valid value.   http://www.w3.org/Protocols/rfc2616/rfc2616 sec14.html   I faced with this restriction when using cradle which we use to save user files to CouchDB and some of files have zero length  CouchDB also accepts empty files   so the problem is caused only by the request module. ,forw,open,3,2014-06-04 06:17:24,0000-00-00 00:00:00,,,,0,1
8820,request/request,921,Get cookies,I added support for the tough cookie CookieJar getCookies to the RequestJar and added documentation to the README on how to use it and what to expect.  ,charlespwd,closed,2,2014-06-04 18:20:55,2014-06-04 20:16:48,,,,1,1
8819,request/request,922,Get cookies,added support for the tough cookie CookieJar getCookies to RequestJar an...d updated the readme ,charlespwd,closed,4,2014-06-04 19:29:34,2014-06-04 20:18:02,,,,1,1
8818,request/request,923,Authorization: Bearer header with auth shouldn t require user   password,    javascript request     url:  https://example.com     auth:       bearer:  my token         function     /  ...  /   ;      fails because  Error: auth   received invalid user or password . If I have a token I want to specify instead of user and password  why do I also need to provide a user / password?  I realize I can just set an  Authorization  header but thought this was weird. Any thoughts? ,ryanseys,closed,4,2014-06-04 23:26:13,2014-06-05 13:00:10,,,,0,1
8817,request/request,924,Proposal: Multi part Form Data as a request option,   Background  Multipart Form Uploads  MPUs  currently take advantage of the  form data  module. This handles uploads for us  but the interface is [confusing to many users] https://github.com/mikeal/request/issues/345  and seems to clash with the normal  request options   interface.        javascript // From README Forms var r = request.post  http://service.com/upload   someOptionalCallback ; var form = r.form   form.append  my_field    my_value   form.append  my_buffer   new Buffer [1  2  3]   // ...      I have a callback chain that modifies an  options  object before calling  request options  . Supporting MPU data means passing a second object of form data to append later  or attaching the form data to this options object and then removing it later. It would be much easier   intuitive if request could handle Multipart form data via the normal options object  just as it does for all other parameters.       Proposal  I d like to propose handling the simple multi part form case via the options passed to request. The interface would look like this:      javascript var options =       url:  http://service.com/upload       mpu:           my_filed:  my_value           my_buffer: new Buffer [1 2 3]         ; request options  someOptionalCallback ;       request  would check for  mpu  in the options object. If found  it would get a new FormData object from  self.form    and call  form.append  on all mpu properties. This would handle most MPU use cases  like the README example above   and we would keep the current  form    method for developers who need to handle some advanced case.   Open questions: 1. What should the option be called? I d like to use  form   but it s already taken. formMPU? formUpload?     I m happy to tackle this in a PR  but I wanted to get some feedback from @mikeal et. all and a confirmation that this was desired before I did. ,FredKSchott,closed,2,2014-06-06 01:22:41,2014-10-14 18:27:26,,,,0,1
8816,request/request,925,Add support for multipart form data via the request options, See original proposal here  924       Summary  Instead of creating your own form for multipart uploads and having to append data separately  pass the data you d like to attach via the request options argument. For more advanced cases where the third append argument is required  the current solution can still be used.      Before      javascript // From README Forms var options =   /  ...  /  ; var r = request.post options  someOptionalCallback ; var form = r.form   form.append  my_field    my_value   form.append  my_buffer   new Buffer [1  2  3]   // ...          After      javascript var options =       url:  http://service.com/upload       formMPU:           my_filed:  my_value           my_buffer: new Buffer [1 2 3]         ; request options  someOptionalCallback ;     ,FredKSchott,closed,14,2014-06-06 06:22:45,2014-08-28 02:22:39,,,,1,1
8815,request/request,926,Encode url during redirects,Redirects is failing if the URL to be redirected to contains chars that needs encoding.  eg.  http://example.com/landing page  redirects to  http://example.com/error     which should have been encoded to  http://example.com/error  C3 B8 .  How about specifying that request should handle url encoding? ,danieljuhl,open,0,2014-06-07 14:06:17,0000-00-00 00:00:00,,,,0,1
8814,request/request,927,Bump version of hawk dep.,Hawk used to be locked to node 8 and below. This was fixed in the 1.1.1 release: https://github.com/hueniverse/hawk/commit/a523a412afbda2eca1fb1d253b8e3511fdbd371d  I did test this with the 2.x release of hawk and everything worked but I figured bumping by a major version could have some bad side effects. ,samccone,closed,1,2014-06-08 02:20:24,2014-06-09 17:31:04,,,,1,1
8813,request/request,928,Getting string body even if content type is JSON,I have a strange error  when I getting body as string even if Content Type defines it to be a JSON. Interesting that this body is parsable  ie  JSON.parse  body    just works well.  So here are headers from response:            content type :  application/json; charset=utf 8     date:  Mon  09 Jun 2014 20:37:21 GMT      strict transport security :  max age=15768000 ; includeSubDomains      x powered by :  Express      content length :  415     connection:  keep alive         ,lazdmx,closed,2,2014-06-09 20:52:14,2014-06-09 20:57:33,,,,0,1
8812,request/request,929,BUG: Request return HPE_INVALID_CONSTANT,    javascript request.post  https://googleapiexample.com             form:                 access_token:  xxxxx                   function  error  response  body            console.log error ;         console.log body ;         if error               throw error;          else if response.statusCode == 200               try                   body = JSON.parse body ;               catch  e                   throw new Error  Can  t parse JSON  ;                           if body.error                   throw new Error body.error ;              else                  console.log body ;                               ;      Returns:        [Error: Parse Error] bytesParsed: 11587  code:  HPE_INVALID_CONSTANT        ,CodersBrothers,closed,1,2014-06-10 01:31:03,2014-11-10 07:05:44,,,,0,1
8811,request/request,930,Post form converts numerical data to string,I am sending a post request similar to the following      query=  selection :  id :100  name : username   other : 123    request.post  http://host.com   form: query        on the server  if  I do      console.log clientRequest.body  I get:    selection:   id:  100   name:  username   other:  123           As you ll notice in the body of the request  the value of field  id  has been turned into a string. Is this intended/standard behavior or rather a bug? ,giuliomoro,closed,3,2014-06-10 12:53:46,2014-11-10 06:42:52,,,,0,1
8810,request/request,931,How to get  readable  stream in callback,I need to get a  readable  stream in order to pipe it further. But passing  body  in callback means that  res  stream became exhausted and contains no data in it to read. So are there any ways to get  readable   res  stream and undefined body in callback      coffeescript request.get  http://some.domain.com     e  res  body    >   res.pipe  other  .pipe  another       ,lazdmx,closed,6,2014-06-10 21:56:41,2014-10-14 12:51:18,,,,0,1
8809,request/request,932,Return Buffer if encoding is undefined,I just ran into issue  823 today as well. It seems like it makes the most sense to have not providing an  encoding  value  i.e.  encoding  is  undefined   do the same thing as setting  encoding  to  null . This can be easily done by changing [one character] https://github.com/mikeal/request/blob/master/request.js L967    ===  to  ==  . ,tomshen,closed,0,2014-06-12 22:25:18,2014-07-08 22:52:27,,,,1,1
8808,request/request,933,Request performance,Hi   I m developing a crawling system with  1000 victim domains  3M requests/h and both use 2 node module support download a url: Request and Fetch  https://github.com/andris9/fetch .  Request is better in most properties excepts Performance. When I crawling 1 domain using Request my server  8Cores  32G Ram  100SSD  always using 100 CPU  >100 Ram while I run 999 domain with Fetch it work well  <40 CPU  <60  RAM   Could you help me ? ,minhlong139,closed,3,2014-06-13 04:33:38,2014-11-10 05:47:51,,,,0,1
8807,request/request,934,Special character in url are ignored,I m using request to foward web app REST request to my JAVA backend. So it may happen that I have           ...  character as filter in my URL.   If I log the option object passed to request just before the request is made the uri contains the special character but it s as if the special character is ignored behinds the scene.  eg.  uri: http://backurl/resources/profilresponsabiliterole?page=1 start=0 limite=10 filtre=[roleCode roleDescription dateDebut dateFin actif]:like:unit   Returns me an empty object but if I receive this  without the     uri: http://backurl/resources/profilresponsabiliterole?page=1 start=0 limite=10 filtre=[roleCode roleDescription dateDebut dateFin actif]:like:unite    It works ok.  I m using utf 8 encoding.  Any ideas ?  Thank you ,jfbelisle,closed,1,2014-06-17 13:27:40,2014-11-10 05:56:41,,,,0,1
8806,request/request,935,Correct repository url,It s  https://  instead  though it would automatically redirect. ,fritx,closed,0,2014-06-17 16:02:27,2014-07-10 08:45:55,,,,1,1
8805,request/request,936,The form append method has stopped working,Hi While trying to create and submit a form via v 2.9.203  the append method failed. Following was the traceback.  Works fine in 2.33.0  [TypeError: Object  <Request> has no method  append ] TypeError: Object  <Request> has no method  append      at WriteStream.<anonymous>  /home/ubuntu/xyz.js:2956:11      at WriteStream.emit  events.js:117:20      at finishMaybe  _stream_writable.js:360:12      at afterWrite  _stream_writable.js:280:5      at onwrite  _stream_writable.js:270:7      at WritableState.onwrite  _stream_writable.js:97:5      at fs.js:1688:5     at Object.wrapper [as oncomplete] fs.js:515:5  ,mehuldudi,closed,4,2014-06-20 13:43:51,2014-11-10 05:48:13,,,,0,1
8804,request/request,937,[fix] Support httpOver  outbound proxying.,Thanks to @jcrugzz for finding this  but it appears that outbound proxy tunneling was only setup for  httpsOver   and not for  httpOver  . Assuming there wasn t a reason for that  this adds that functionality. ,indexzero,closed,5,2014-06-20 17:33:29,2014-08-27 23:24:40,,,,1,1
8803,request/request,938,Preserve a context,Hi  Is there a way to save a context object so it can be used in the call back function? Thanks in advance Shay ,shaylang,closed,2,2014-06-23 15:34:03,2014-08-21 13:36:16,,,,0,1
8802,request/request,939,Support externally created tough cookie jars,In one of my projects  I create multiple tough cookie jars in a phase  where request isn t required. When I pass these jars to a request object  things fail. This is due to request requires calls to  getCookieString  and  setCookie  to be made synchronously. When using request.jar   to create a tough cookie jar  these two methods are overwritten and actually call  getCookieStringSync  and  setCookieSync  respectively. When using an externally created tough cookie jar  this overwrite does not happen. For fixing this  I applied slight changes to request.js  where the actual cookie reading / cookie writing happens. ,benkroeger,closed,6,2014-06-23 18:10:58,2014-12-22 20:28:53,,,,0,1
8801,request/request,940,Fixing  939,applied conditional calls to getCookieStringSync as well as  setCookieSync in request.js  where the actual cookie reading / cookie writing happens. ,benkroeger,closed,7,2014-06-23 18:27:34,2014-06-26 03:57:50,,,,1,1
8800,request/request,941,Progress: Make _bytesDispatched an official attribute?  broken in node webkit ,For posting files with multipart post whilst measuring the   I did something like this: http://stackoverflow.com/questions/12098713/upload progress request  except the attribute was  r.req.connection.socket._bytesDispatched   This works fine with node  but not node webkit. No idea why yet. Perhaps it should be an official API feature rather than an internal based hack.  The attribut is simply not defined in node webkit using the same version of request. Would the internal node version be the culprit? ,naggie,closed,3,2014-06-24 07:26:04,2014-11-10 05:47:29,,,,0,1
8799,request/request,942,[fix] Support httpOver  outbound proxying and make tunnel explicit,Based on discussion in  937  ,jcrugzz,closed,4,2014-06-24 20:02:00,2014-08-27 23:24:11,,,,1,1
8798,request/request,943,New mime module,Hello  and thanks for a great project I have used many many times.  Was trying to get a project where I have been using request with node working in the browser with browserify  and ran into issue  455  Just swapped out the mime library  as suggested in the issue  and request now works in the browser.  Have a great day  ,eiriksm,closed,0,2014-06-25 06:16:25,2014-06-25 17:18:34,,,,1,1
8797,request/request,944,Make request work with browserify,This should hopefully fix  455 for most people I guess.  Please feel free to correct the style of code comments if you prefer another one. ,eiriksm,closed,0,2014-06-25 18:43:25,2014-06-25 19:31:44,,,,1,1
8796,request/request,945,Support for setNoDelay for request socket,Support for the following request method: http://nodejs.org/api/http.html http_request_setnodelay_nodelay ,Olegas,closed,0,2014-06-25 19:21:23,2014-08-27 23:23:29,,,,1,1
8795,request/request,946,defaults: merge headers,As requested  https://github.com/mikeal/request/issues/257  headers are merged into default headers. In the example below  the user agent isn t lost.       javascript var req = request.defaults     headers:        user agent :  Mozilla/5.0  Macintosh; Intel Mac OS X 10_9_3           req url    headers:   accept:  application/json       callback      ,aj0strow,closed,3,2014-06-26 07:14:26,2014-07-07 18:17:37,,,,1,1
